Time;Wind;PV
 07/09  13:00:00;0.145;0.505
 07/09  14:00:00;0.227;0.404
 07/09  15:00:00;0.295;0.269
 07/09  16:00:00;0.356;0.132
 07/09  17:00:00;0.437;0.034
 07/09  18:00:00;0.449;0
 07/09  19:00:00;0.362;0
 07/09  20:00:00;0.252;0
 07/09  21:00:00;0.193;0
 07/09  22:00:00;0.151;0
 07/09  23:00:00;0.122;0
 07/09  24:00:00;0.111;0
 07/10  01:00:00;0.106;0
 07/10  02:00:00;0.095;0
 07/10  03:00:00;0.083;0
 07/10  04:00:00;0.075;0
 07/10  05:00:00;0.069;0
 07/10  06:00:00;0.064;0.007
 07/10  07:00:00;0.054;0.142
 07/10  08:00:00;0.025;0.323
 07/10  09:00:00;0.01;0.474
 07/10  10:00:00;0.003;0.579
 07/10  11:00:00;0.003;0.64
 07/10  12:00:00;0.03;0.655
 07/10  13:00:00;0.1;0.624
 07/10  14:00:00;0.179;0.544
 07/10  15:00:00;0.26;0.419
 07/10  16:00:00;0.343;0.26
 07/10  17:00:00;0.48;0.085
 07/10  18:00:00;0.618;0
 07/10  19:00:00;0.586;0
 07/10  20:00:00;0.434;0
 07/10  21:00:00;0.295;0
 07/10  22:00:00;0.176;0
 07/10  23:00:00;0.106;0
 07/10  24:00:00;0.067;0
 07/11  01:00:00;0.05;0
 07/11  02:00:00;0.044;0
 07/11  03:00:00;0.044;0
 07/11  04:00:00;0.052;0
 07/11  05:00:00;0.067;0
 07/11  06:00:00;0.079;0.006
 07/11  07:00:00;0.073;0.111
 07/11  08:00:00;0.048;0.256
 07/11  09:00:00;0.024;0.406
 07/11  10:00:00;0.017;0.556
 07/11  11:00:00;0.026;0.632
 07/11  12:00:00;0.062;0.644
 07/11  13:00:00;0.128;0.607
 07/11  14:00:00;0.208;0.529
 07/11  15:00:00;0.296;0.405
 07/11  16:00:00;0.407;0.243
 07/11  17:00:00;0.569;0.075
 07/11  18:00:00;0.67;0
 07/11  19:00:00;0.596;0
 07/11  20:00:00;0.421;0
 07/11  21:00:00;0.236;0
 07/11  22:00:00;0.131;0
 07/11  23:00:00;0.075;0
 07/11  24:00:00;0.047;0
 07/12  01:00:00;0.035;0
 07/12  02:00:00;0.035;0
 07/12  03:00:00;0.041;0
 07/12  04:00:00;0.047;0
 07/12  05:00:00;0.052;0
 07/12  06:00:00;0.052;0.008
 07/12  07:00:00;0.047;0.153
 07/12  08:00:00;0.025;0.336
 07/12  09:00:00;0.015;0.492
 07/12  10:00:00;0.013;0.602
 07/12  11:00:00;0.036;0.66
 07/12  12:00:00;0.105;0.671
 07/12  13:00:00;0.172;0.636
 07/12  14:00:00;0.247;0.556
 07/12  15:00:00;0.319;0.436
 07/12  16:00:00;0.406;0.266
 07/12  17:00:00;0.538;0.082
 07/12  18:00:00;0.608;0
 07/12  19:00:00;0.518;0
 07/12  20:00:00;0.38;0
 07/12  21:00:00;0.255;0
 07/12  22:00:00;0.18;0
 07/12  23:00:00;0.145;0
 07/12  24:00:00;0.132;0
 07/13  01:00:00;0.133;0
 07/13  02:00:00;0.134;0
 07/13  03:00:00;0.14;0
 07/13  04:00:00;0.154;0
 07/13  05:00:00;0.155;0
 07/13  06:00:00;0.16;0.008
 07/13  07:00:00;0.2;0.155
 07/13  08:00:00;0.15;0.335
 07/13  09:00:00;0.104;0.502
 07/13  10:00:00;0.084;0.604
 07/13  11:00:00;0.105;0.662
 07/13  12:00:00;0.198;0.674
 07/13  13:00:00;0.289;0.636
 07/13  14:00:00;0.368;0.554
 07/13  15:00:00;0.389;0.422
 07/13  16:00:00;0.39;0.245
 07/13  17:00:00;0.45;0.075
 07/13  18:00:00;0.535;0
 07/13  19:00:00;0.521;0
 07/13  20:00:00;0.447;0
 07/13  21:00:00;0.371;0
 07/13  22:00:00;0.289;0
 07/13  23:00:00;0.216;0
 07/13  24:00:00;0.166;0
 07/14  01:00:00;0.142;0
 07/14  02:00:00;0.127;0
 07/14  03:00:00;0.11;0
 07/14  04:00:00;0.087;0
 07/14  05:00:00;0.067;0
 07/14  06:00:00;0.054;0.008
 07/14  07:00:00;0.039;0.151
 07/14  08:00:00;0.014;0.338
 07/14  09:00:00;0.006;0.489
 07/14  10:00:00;0.002;0.588
 07/14  11:00:00;0.015;0.639
 07/14  12:00:00;0.058;0.645
 07/14  13:00:00;0.134;0.615
 07/14  14:00:00;0.207;0.543
 07/14  15:00:00;0.261;0.428
 07/14  16:00:00;0.309;0.265
 07/14  17:00:00;0.399;0.085
 07/14  18:00:00;0.509;0
 07/14  19:00:00;0.48;0
 07/14  20:00:00;0.343;0
 07/14  21:00:00;0.226;0
 07/14  22:00:00;0.161;0
 07/14  23:00:00;0.125;0
 07/14  24:00:00;0.108;0
 07/15  01:00:00;0.088;0
 07/15  02:00:00;0.067;0
 07/15  03:00:00;0.047;0
 07/15  04:00:00;0.031;0
 07/15  05:00:00;0.023;0
 07/15  06:00:00;0.019;0.008
 07/15  07:00:00;0.009;0.154
 07/15  08:00:00;0.002;0.341
 07/15  09:00:00;0.002;0.5
 07/15  10:00:00;0.013;0.605
 07/15  11:00:00;0.054;0.659
 07/15  12:00:00;0.113;0.668
 07/15  13:00:00;0.174;0.629
 07/15  14:00:00;0.217;0.547
 07/15  15:00:00;0.263;0.396
 07/15  16:00:00;0.36;0.229
 07/15  17:00:00;0.534;0.075
 07/15  18:00:00;0.662;0
 07/15  19:00:00;0.599;0
 07/15  20:00:00;0.466;0
 07/15  21:00:00;0.301;0
 07/15  22:00:00;0.184;0
 07/15  23:00:00;0.133;0
 07/15  24:00:00;0.118;0
 07/16  01:00:00;0.101;0
 07/16  02:00:00;0.082;0
 07/16  03:00:00;0.061;0
 07/16  04:00:00;0.045;0
 07/16  05:00:00;0.04;0
 07/16  06:00:00;0.042;0.006
 07/16  07:00:00;0.026;0.12
 07/16  08:00:00;0.015;0.284
 07/16  09:00:00;0.009;0.45
 07/16  10:00:00;0.013;0.578
 07/16  11:00:00;0.033;0.653
 07/16  12:00:00;0.082;0.666
 07/16  13:00:00;0.148;0.626
 07/16  14:00:00;0.213;0.543
 07/16  15:00:00;0.277;0.421
 07/16  16:00:00;0.39;0.236
 07/16  17:00:00;0.568;0.076
 07/16  18:00:00;0.678;0
 07/16  19:00:00;0.613;0
 07/16  20:00:00;0.424;0
 07/16  21:00:00;0.239;0
 07/16  22:00:00;0.127;0
 07/16  23:00:00;0.081;0
 07/16  24:00:00;0.066;0
 07/17  01:00:00;0.06;0
 07/17  02:00:00;0.065;0
 07/17  03:00:00;0.071;0
 07/17  04:00:00;0.071;0
 07/17  05:00:00;0.072;0
 07/17  06:00:00;0.075;0.007
 07/17  07:00:00;0.082;0.142
 07/17  08:00:00;0.058;0.334
 07/17  09:00:00;0.041;0.493
 07/17  10:00:00;0.038;0.608
 07/17  11:00:00;0.04;0.662
 07/17  12:00:00;0.069;0.672
 07/17  13:00:00;0.119;0.638
 07/17  14:00:00;0.179;0.559
 07/17  15:00:00;0.248;0.429
 07/17  16:00:00;0.353;0.255
 07/17  17:00:00;0.511;0.074
 07/17  18:00:00;0.636;0
 07/17  19:00:00;0.609;0
 07/17  20:00:00;0.483;0
 07/17  21:00:00;0.346;0
 07/17  22:00:00;0.24;0
 07/17  23:00:00;0.168;0
 07/17  24:00:00;0.111;0
 07/18  01:00:00;0.076;0
 07/18  02:00:00;0.07;0
 07/18  03:00:00;0.085;0
 07/18  04:00:00;0.096;0
 07/18  05:00:00;0.107;0
 07/18  06:00:00;0.111;0.008
 07/18  07:00:00;0.092;0.157
 07/18  08:00:00;0.049;0.352
 07/18  09:00:00;0.04;0.505
 07/18  10:00:00;0.036;0.607
 07/18  11:00:00;0.035;0.66
 07/18  12:00:00;0.072;0.671
 07/18  13:00:00;0.118;0.634
 07/18  14:00:00;0.171;0.558
 07/18  15:00:00;0.23;0.437
 07/18  16:00:00;0.315;0.272
 07/18  17:00:00;0.486;0.088
 07/18  18:00:00;0.621;0
 07/18  19:00:00;0.583;0
 07/18  20:00:00;0.494;0
 07/18  21:00:00;0.37;0
 07/18  22:00:00;0.265;0
 07/18  23:00:00;0.186;0
 07/18  24:00:00;0.142;0
 07/19  01:00:00;0.132;0
 07/19  02:00:00;0.132;0
 07/19  03:00:00;0.119;0
 07/19  04:00:00;0.093;0
 07/19  05:00:00;0.071;0
 07/19  06:00:00;0.048;0.004
 07/19  07:00:00;0.03;0.089
 07/19  08:00:00;0.019;0.239
 07/19  09:00:00;0.015;0.419
 07/19  10:00:00;0.017;0.56
 07/19  11:00:00;0.023;0.638
 07/19  12:00:00;0.049;0.655
 07/19  13:00:00;0.103;0.608
 07/19  14:00:00;0.16;0.499
 07/19  15:00:00;0.242;0.315
 07/19  16:00:00;0.358;0.157
 07/19  17:00:00;0.519;0.043
 07/19  18:00:00;0.621;0
 07/19  19:00:00;0.555;0
 07/19  20:00:00;0.42;0
 07/19  21:00:00;0.289;0
 07/19  22:00:00;0.211;0
 07/19  23:00:00;0.182;0
 07/19  24:00:00;0.171;0
 07/20  01:00:00;0.158;0
 07/20  02:00:00;0.144;0
 07/20  03:00:00;0.13;0
 07/20  04:00:00;0.118;0
 07/20  05:00:00;0.107;0
 07/20  06:00:00;0.108;0.006
 07/20  07:00:00;0.121;0.125
 07/20  08:00:00;0.109;0.295
 07/20  09:00:00;0.082;0.464
 07/20  10:00:00;0.059;0.595
 07/20  11:00:00;0.063;0.653
 07/20  12:00:00;0.115;0.666
 07/20  13:00:00;0.216;0.638
 07/20  14:00:00;0.342;0.567
 07/20  15:00:00;0.431;0.445
 07/20  16:00:00;0.504;0.28
 07/20  17:00:00;0.605;0.096
 07/20  18:00:00;0.613;0
 07/20  19:00:00;0.478;0
 07/20  20:00:00;0.289;0
 07/20  21:00:00;0.156;0
 07/20  22:00:00;0.092;0
 07/20  23:00:00;0.062;0
 07/20  24:00:00;0.048;0
 07/21  01:00:00;0.047;0
 07/21  02:00:00;0.048;0
 07/21  03:00:00;0.045;0
 07/21  04:00:00;0.045;0
 07/21  05:00:00;0.049;0
 07/21  06:00:00;0.057;0.009
 07/21  07:00:00;0.052;0.17
 07/21  08:00:00;0.04;0.362
 07/21  09:00:00;0.037;0.515
 07/21  10:00:00;0.039;0.616
 07/21  11:00:00;0.052;0.67
 07/21  12:00:00;0.086;0.68
 07/21  13:00:00;0.126;0.643
 07/21  14:00:00;0.181;0.566
 07/21  15:00:00;0.275;0.444
 07/21  16:00:00;0.442;0.279
 07/21  17:00:00;0.619;0.093
 07/21  18:00:00;0.681;0
 07/21  19:00:00;0.553;0
 07/21  20:00:00;0.32;0
 07/21  21:00:00;0.134;0
 07/21  22:00:00;0.067;0
 07/21  23:00:00;0.045;0
 07/21  24:00:00;0.04;0
 07/22  01:00:00;0.044;0
 07/22  02:00:00;0.052;0
 07/22  03:00:00;0.06;0
 07/22  04:00:00;0.062;0
 07/22  05:00:00;0.058;0
 07/22  06:00:00;0.057;0.008
 07/22  07:00:00;0.049;0.16
 07/22  08:00:00;0.027;0.349
 07/22  09:00:00;0.017;0.5
 07/22  10:00:00;0.02;0.601
 07/22  11:00:00;0.049;0.661
 07/22  12:00:00;0.115;0.671
 07/22  13:00:00;0.181;0.633
 07/22  14:00:00;0.273;0.554
 07/22  15:00:00;0.344;0.405
 07/22  16:00:00;0.413;0.239
 07/22  17:00:00;0.544;0.079
 07/22  18:00:00;0.631;0
 07/22  19:00:00;0.556;0
 07/22  20:00:00;0.393;0
 07/22  21:00:00;0.228;0
 07/22  22:00:00;0.14;0
 07/22  23:00:00;0.098;0
 07/22  24:00:00;0.081;0
 07/23  01:00:00;0.079;0
 07/23  02:00:00;0.078;0
 07/23  03:00:00;0.077;0
 07/23  04:00:00;0.069;0
 07/23  05:00:00;0.06;0
 07/23  06:00:00;0.056;0.009
 07/23  07:00:00;0.039;0.161
 07/23  08:00:00;0.02;0.346
 07/23  09:00:00;0.006;0.502
 07/23  10:00:00;0.008;0.615
 07/23  11:00:00;0.038;0.669
 07/23  12:00:00;0.089;0.675
 07/23  13:00:00;0.135;0.637
 07/23  14:00:00;0.181;0.556
 07/23  15:00:00;0.223;0.424
 07/23  16:00:00;0.32;0.235
 07/23  17:00:00;0.511;0.073
 07/23  18:00:00;0.661;0
 07/23  19:00:00;0.63;0
 07/23  20:00:00;0.449;0
 07/23  21:00:00;0.265;0
 07/23  22:00:00;0.136;0
 07/23  23:00:00;0.067;0
 07/23  24:00:00;0.038;0
 07/24  01:00:00;0.024;0
 07/24  02:00:00;0.017;0
 07/24  03:00:00;0.013;0
 07/24  04:00:00;0.014;0
 07/24  05:00:00;0.022;0
 07/24  06:00:00;0.032;0.006
 07/24  07:00:00;0.025;0.118
 07/24  08:00:00;0.01;0.281
 07/24  09:00:00;0.009;0.437
 07/24  10:00:00;0.013;0.576
 07/24  11:00:00;0.026;0.638
 07/24  12:00:00;0.07;0.645
 07/24  13:00:00;0.124;0.595
 07/24  14:00:00;0.173;0.497
 07/24  15:00:00;0.223;0.37
 07/24  16:00:00;0.295;0.21
 07/24  17:00:00;0.425;0.065
 07/24  18:00:00;0.58;0
 07/24  19:00:00;0.59;0
 07/24  20:00:00;0.47;0
 07/24  21:00:00;0.323;0
 07/24  22:00:00;0.217;0
 07/24  23:00:00;0.147;0
 07/24  24:00:00;0.123;0
 07/25  01:00:00;0.119;0
 07/25  02:00:00;0.112;0
 07/25  03:00:00;0.099;0
 07/25  04:00:00;0.084;0
 07/25  05:00:00;0.071;0
 07/25  06:00:00;0.057;0.006
 07/25  07:00:00;0.039;0.141
 07/25  08:00:00;0.018;0.334
 07/25  09:00:00;0.013;0.494
 07/25  10:00:00;0.024;0.599
 07/25  11:00:00;0.074;0.657
 07/25  12:00:00;0.161;0.668
 07/25  13:00:00;0.247;0.635
 07/25  14:00:00;0.331;0.555
 07/25  15:00:00;0.41;0.427
 07/25  16:00:00;0.492;0.24
 07/25  17:00:00;0.596;0.069
 07/25  18:00:00;0.659;0
 07/25  19:00:00;0.591;0
 07/25  20:00:00;0.437;0
 07/25  21:00:00;0.295;0
 07/25  22:00:00;0.195;0
 07/25  23:00:00;0.139;0
 07/25  24:00:00;0.112;0
 07/26  01:00:00;0.095;0
 07/26  02:00:00;0.083;0
 07/26  03:00:00;0.072;0
 07/26  04:00:00;0.063;0
 07/26  05:00:00;0.058;0
 07/26  06:00:00;0.053;0.005
 07/26  07:00:00;0.044;0.093
 07/26  08:00:00;0.029;0.222
 07/26  09:00:00;0.026;0.362
 07/26  10:00:00;0.024;0.477
 07/26  11:00:00;0.046;0.562
 07/26  12:00:00;0.096;0.595
 07/26  13:00:00;0.143;0.565
 07/26  14:00:00;0.199;0.485
 07/26  15:00:00;0.284;0.37
 07/26  16:00:00;0.407;0.205
 07/26  17:00:00;0.58;0.061
 07/26  18:00:00;0.634;0
 07/26  19:00:00;0.511;0
 07/26  20:00:00;0.372;0
 07/26  21:00:00;0.265;0
 07/26  22:00:00;0.186;0
 07/26  23:00:00;0.134;0
 07/26  24:00:00;0.111;0
 07/27  01:00:00;0.09;0
 07/27  02:00:00;0.076;0
 07/27  03:00:00;0.063;0
 07/27  04:00:00;0.057;0
 07/27  05:00:00;0.057;0
 07/27  06:00:00;0.061;0.007
 07/27  07:00:00;0.064;0.135
 07/27  08:00:00;0.034;0.312
 07/27  09:00:00;0.019;0.467
 07/27  10:00:00;0.009;0.587
 07/27  11:00:00;0.012;0.643
 07/27  12:00:00;0.039;0.65
 07/27  13:00:00;0.071;0.584
 07/27  14:00:00;0.113;0.435
 07/27  15:00:00;0.184;0.279
 07/27  16:00:00;0.33;0.169
 07/27  17:00:00;0.523;0.065
 07/27  18:00:00;0.615;0
 07/27  19:00:00;0.503;0
 07/27  20:00:00;0.343;0
 07/27  21:00:00;0.237;0
 07/27  22:00:00;0.164;0
 07/27  23:00:00;0.125;0
 07/27  24:00:00;0.108;0
 07/28  01:00:00;0.1;0
 07/28  02:00:00;0.091;0
 07/28  03:00:00;0.076;0
 07/28  04:00:00;0.064;0
 07/28  05:00:00;0.058;0
 07/28  06:00:00;0.049;0.007
 07/28  07:00:00;0.039;0.143
 07/28  08:00:00;0.019;0.343
 07/28  09:00:00;0.008;0.508
 07/28  10:00:00;0.001;0.609
 07/28  11:00:00;0.005;0.666
 07/28  12:00:00;0.03;0.677
 07/28  13:00:00;0.073;0.644
 07/28  14:00:00;0.125;0.564
 07/28  15:00:00;0.184;0.441
 07/28  16:00:00;0.278;0.272
 07/28  17:00:00;0.433;0.087
 07/28  18:00:00;0.606;0
 07/28  19:00:00;0.587;0
 07/28  20:00:00;0.386;0
 07/28  21:00:00;0.206;0
 07/28  22:00:00;0.107;0
 07/28  23:00:00;0.056;0
 07/28  24:00:00;0.043;0
 07/29  01:00:00;0.044;0
 07/29  02:00:00;0.041;0
 07/29  03:00:00;0.041;0
 07/29  04:00:00;0.044;0
 07/29  05:00:00;0.047;0
 07/29  06:00:00;0.045;0.008
 07/29  07:00:00;0.037;0.163
 07/29  08:00:00;0.018;0.362
 07/29  09:00:00;0.007;0.517
 07/29  10:00:00;0.005;0.627
 07/29  11:00:00;0.011;0.679
 07/29  12:00:00;0.044;0.688
 07/29  13:00:00;0.107;0.653
 07/29  14:00:00;0.191;0.576
 07/29  15:00:00;0.295;0.443
 07/29  16:00:00;0.437;0.28
 07/29  17:00:00;0.636;0.091
 07/29  18:00:00;0.74;0
 07/29  19:00:00;0.671;0
 07/29  20:00:00;0.525;0
 07/29  21:00:00;0.411;0
 07/29  22:00:00;0.31;0
 07/29  23:00:00;0.23;0
 07/29  24:00:00;0.174;0
 07/30  01:00:00;0.131;0
 07/30  02:00:00;0.107;0
 07/30  03:00:00;0.086;0
 07/30  04:00:00;0.071;0
 07/30  05:00:00;0.061;0
 07/30  06:00:00;0.054;0.009
 07/30  07:00:00;0.042;0.167
 07/30  08:00:00;0.022;0.361
 07/30  09:00:00;0.017;0.516
 07/30  10:00:00;0.024;0.618
 07/30  11:00:00;0.051;0.673
 07/30  12:00:00;0.14;0.684
 07/30  13:00:00;0.261;0.653
 07/30  14:00:00;0.359;0.574
 07/30  15:00:00;0.451;0.45
 07/30  16:00:00;0.514;0.285
 07/30  17:00:00;0.603;0.096
 07/30  18:00:00;0.658;0
 07/30  19:00:00;0.605;0
 07/30  20:00:00;0.466;0
 07/30  21:00:00;0.32;0
 07/30  22:00:00;0.22;0
 07/30  23:00:00;0.174;0
 07/30  24:00:00;0.157;0
 07/31  01:00:00;0.14;0
 07/31  02:00:00;0.118;0
 07/31  03:00:00;0.103;0
 07/31  04:00:00;0.077;0
 07/31  05:00:00;0.051;0
 07/31  06:00:00;0.037;0.009
 07/31  07:00:00;0.026;0.157
 07/31  08:00:00;0.013;0.347
 07/31  09:00:00;0.014;0.5
 07/31  10:00:00;0.037;0.609
 07/31  11:00:00;0.113;0.666
 07/31  12:00:00;0.22;0.676
 07/31  13:00:00;0.323;0.64
 07/31  14:00:00;0.389;0.563
 07/31  15:00:00;0.43;0.441
 07/31  16:00:00;0.477;0.277
 07/31  17:00:00;0.58;0.089
 07/31  18:00:00;0.667;0
 07/31  19:00:00;0.647;0
 07/31  20:00:00;0.523;0
 07/31  21:00:00;0.335;0
 07/31  22:00:00;0.188;0
 07/31  23:00:00;0.114;0
 07/31  24:00:00;0.076;0
 08/01  01:00:00;0.059;0
 08/01  02:00:00;0.051;0
 08/01  03:00:00;0.05;0
 08/01  04:00:00;0.053;0
 08/01  05:00:00;0.062;0
 08/01  06:00:00;0.076;0.008
 08/01  07:00:00;0.082;0.158
 08/01  08:00:00;0.052;0.341
 08/01  09:00:00;0.052;0.511
 08/01  10:00:00;0.104;0.618
 08/01  11:00:00;0.213;0.675
 08/01  12:00:00;0.306;0.686
 08/01  13:00:00;0.371;0.64
 08/01  14:00:00;0.428;0.561
 08/01  15:00:00;0.452;0.437
 08/01  16:00:00;0.455;0.273
 08/01  17:00:00;0.477;0.091
 08/01  18:00:00;0.524;0
 08/01  19:00:00;0.503;0
 08/01  20:00:00;0.459;0
 08/01  21:00:00;0.387;0
 08/01  22:00:00;0.321;0
 08/01  23:00:00;0.258;0
 08/01  24:00:00;0.204;0
 08/02  01:00:00;0.171;0
 08/02  02:00:00;0.152;0
 08/02  03:00:00;0.134;0
 08/02  04:00:00;0.108;0
 08/02  05:00:00;0.079;0
 08/02  06:00:00;0.064;0.009
 08/02  07:00:00;0.06;0.165
 08/02  08:00:00;0.033;0.361
 08/02  09:00:00;0.025;0.516
 08/02  10:00:00;0.039;0.624
 08/02  11:00:00;0.101;0.679
 08/02  12:00:00;0.186;0.686
 08/02  13:00:00;0.254;0.65
 08/02  14:00:00;0.301;0.568
 08/02  15:00:00;0.331;0.443
 08/02  16:00:00;0.36;0.271
 08/02  17:00:00;0.448;0.085
 08/02  18:00:00;0.575;0
 08/02  19:00:00;0.58;0
 08/02  20:00:00;0.473;0
 08/02  21:00:00;0.339;0
 08/02  22:00:00;0.229;0
 08/02  23:00:00;0.162;0
 08/02  24:00:00;0.132;0
 08/03  01:00:00;0.118;0
 08/03  02:00:00;0.111;0
 08/03  03:00:00;0.11;0
 08/03  04:00:00;0.114;0
 08/03  05:00:00;0.119;0
 08/03  06:00:00;0.128;0.009
 08/03  07:00:00;0.139;0.159
 08/03  08:00:00;0.085;0.345
 08/03  09:00:00;0.052;0.514
 08/03  10:00:00;0.043;0.617
 08/03  11:00:00;0.07;0.675
 08/03  12:00:00;0.116;0.689
 08/03  13:00:00;0.164;0.651
 08/03  14:00:00;0.227;0.572
 08/03  15:00:00;0.297;0.433
 08/03  16:00:00;0.366;0.263
 08/03  17:00:00;0.499;0.087
 08/03  18:00:00;0.636;0
 08/03  19:00:00;0.621;0
 08/03  20:00:00;0.512;0
 08/03  21:00:00;0.359;0
 08/03  22:00:00;0.239;0
 08/03  23:00:00;0.174;0
 08/03  24:00:00;0.144;0
 08/04  01:00:00;0.128;0
 08/04  02:00:00;0.132;0
 08/04  03:00:00;0.133;0
 08/04  04:00:00;0.122;0
 08/04  05:00:00;0.101;0
 08/04  06:00:00;0.078;0.008
 08/04  07:00:00;0.054;0.155
 08/04  08:00:00;0.018;0.361
 08/04  09:00:00;0.008;0.52
 08/04  10:00:00;0.007;0.625
 08/04  11:00:00;0.031;0.679
 08/04  12:00:00;0.099;0.688
 08/04  13:00:00;0.185;0.651
 08/04  14:00:00;0.275;0.57
 08/04  15:00:00;0.368;0.422
 08/04  16:00:00;0.472;0.254
 08/04  17:00:00;0.601;0.085
 08/04  18:00:00;0.651;0
 08/04  19:00:00;0.55;0
 08/04  20:00:00;0.386;0
 08/04  21:00:00;0.22;0
 08/04  22:00:00;0.122;0
 08/04  23:00:00;0.087;0
 08/04  24:00:00;0.077;0
 08/05  01:00:00;0.079;0
 08/05  02:00:00;0.075;0
 08/05  03:00:00;0.07;0
 08/05  04:00:00;0.062;0
 08/05  05:00:00;0.062;0
 08/05  06:00:00;0.065;0.009
 08/05  07:00:00;0.062;0.161
 08/05  08:00:00;0.032;0.348
 08/05  09:00:00;0.017;0.501
 08/05  10:00:00;0.008;0.604
 08/05  11:00:00;0.034;0.649
 08/05  12:00:00;0.106;0.645
 08/05  13:00:00;0.192;0.599
 08/05  14:00:00;0.285;0.517
 08/05  15:00:00;0.366;0.394
 08/05  16:00:00;0.442;0.227
 08/05  17:00:00;0.556;0.072
 08/05  18:00:00;0.641;0
 08/05  19:00:00;0.605;0
 08/05  20:00:00;0.472;0
 08/05  21:00:00;0.346;0
 08/05  22:00:00;0.27;0
 08/05  23:00:00;0.244;0
 08/05  24:00:00;0.237;0
 08/06  01:00:00;0.222;0
 08/06  02:00:00;0.194;0
 08/06  03:00:00;0.16;0
 08/06  04:00:00;0.127;0
 08/06  05:00:00;0.098;0
 08/06  06:00:00;0.08;0.007
 08/06  07:00:00;0.058;0.136
 08/06  08:00:00;0.03;0.32
 08/06  09:00:00;0.012;0.461
 08/06  10:00:00;0.001;0.55
 08/06  11:00:00;0.001;0.594
 08/06  12:00:00;0.01;0.584
 08/06  13:00:00;0.05;0.516
 08/06  14:00:00;0.137;0.433
 08/06  15:00:00;0.274;0.315
 08/06  16:00:00;0.465;0.182
 08/06  17:00:00;0.645;0.056
 08/06  18:00:00;0.689;0
 08/06  19:00:00;0.556;0
 08/06  20:00:00;0.389;0
 08/06  21:00:00;0.249;0
 08/06  22:00:00;0.145;0
 08/06  23:00:00;0.087;0
 08/06  24:00:00;0.057;0
 08/07  01:00:00;0.049;0
 08/07  02:00:00;0.053;0
 08/07  03:00:00;0.071;0
 08/07  04:00:00;0.083;0
 08/07  05:00:00;0.084;0
 08/07  06:00:00;0.08;0.01
 08/07  07:00:00;0.067;0.174
 08/07  08:00:00;0.026;0.371
 08/07  09:00:00;0.005;0.527
 08/07  10:00:00;0.001;0.634
 08/07  11:00:00;0.017;0.687
 08/07  12:00:00;0.077;0.696
 08/07  13:00:00;0.176;0.661
 08/07  14:00:00;0.279;0.58
 08/07  15:00:00;0.35;0.456
 08/07  16:00:00;0.399;0.288
 08/07  17:00:00;0.503;0.098
 08/07  18:00:00;0.631;0
 08/07  19:00:00;0.596;0
 08/07  20:00:00;0.436;0
 08/07  21:00:00;0.261;0
 08/07  22:00:00;0.142;0
 08/07  23:00:00;0.092;0
 08/07  24:00:00;0.081;0
 08/08  01:00:00;0.077;0
 08/08  02:00:00;0.081;0
 08/08  03:00:00;0.082;0
 08/08  04:00:00;0.081;0
 08/08  05:00:00;0.073;0
 08/08  06:00:00;0.067;0.01
 08/08  07:00:00;0.074;0.177
 08/08  08:00:00;0.047;0.373
 08/08  09:00:00;0.026;0.527
 08/08  10:00:00;0.032;0.632
 08/08  11:00:00;0.072;0.686
 08/08  12:00:00;0.151;0.696
 08/08  13:00:00;0.238;0.659
 08/08  14:00:00;0.332;0.58
 08/08  15:00:00;0.409;0.452
 08/08  16:00:00;0.469;0.27
 08/08  17:00:00;0.582;0.091
 08/08  18:00:00;0.646;0
 08/08  19:00:00;0.592;0
 08/08  20:00:00;0.464;0
 08/08  21:00:00;0.292;0
 08/08  22:00:00;0.163;0
 08/08  23:00:00;0.092;0
 08/08  24:00:00;0.061;0
 08/09  01:00:00;0.045;0
 08/09  02:00:00;0.043;0
 08/09  03:00:00;0.049;0
 08/09  04:00:00;0.057;0
 08/09  05:00:00;0.068;0
 08/09  06:00:00;0.084;0.01
 08/09  07:00:00;0.113;0.175
 08/09  08:00:00;0.086;0.371
 08/09  09:00:00;0.067;0.527
 08/09  10:00:00;0.064;0.632
 08/09  11:00:00;0.101;0.684
 08/09  12:00:00;0.166;0.687
 08/09  13:00:00;0.191;0.646
 08/09  14:00:00;0.204;0.554
 08/09  15:00:00;0.233;0.412
 08/09  16:00:00;0.267;0.252
 08/09  17:00:00;0.349;0.083
 08/09  18:00:00;0.49;0
 08/09  19:00:00;0.489;0
 08/09  20:00:00;0.404;0
 08/09  21:00:00;0.329;0
 08/09  22:00:00;0.26;0
 08/09  23:00:00;0.197;0
 08/09  24:00:00;0.141;0
 08/10  01:00:00;0.095;0
 08/10  02:00:00;0.067;0
 08/10  03:00:00;0.054;0
 08/10  04:00:00;0.066;0
 08/10  05:00:00;0.092;0
 08/10  06:00:00;0.121;0.01
 08/10  07:00:00;0.147;0.174
 08/10  08:00:00;0.103;0.375
 08/10  09:00:00;0.072;0.529
 08/10  10:00:00;0.066;0.632
 08/10  11:00:00;0.066;0.685
 08/10  12:00:00;0.081;0.694
 08/10  13:00:00;0.133;0.648
 08/10  14:00:00;0.201;0.57
 08/10  15:00:00;0.291;0.438
 08/10  16:00:00;0.42;0.267
 08/10  17:00:00;0.59;0.089
 08/10  18:00:00;0.685;0
 08/10  19:00:00;0.632;0
 08/10  20:00:00;0.466;0
 08/10  21:00:00;0.313;0
